Cycles,Voltage_V,Current_A,Temperature_C,Internal_Resistance_mOhm,Capacity_Ah,SOH
1605,4.13,1.31,40.4,96.1,33.15,66.86
1178,3.59,2.63,25.5,78.1,38.41,76.99
1159,3.71,4.74,26.9,77.4,39.05,78.51
440,3.47,3.98,34.0,50.3,46.14,88.82
14,3.79,2.41,24.9,33.8,48.97,100.0
1825,4.1,4.71,49.0,98.6,30.95,59.86
1233,4.07,3.47,24.0,83.8,38.19,73.72
1246,3.93,4.84,39.8,75.8,38.24,74.75
1697,4.06,1.04,47.2,95.1,33.77,63.32
1669,4.15,0.95,23.2,101.7,32.35,68.25
1281,3.69,0.88,27.3,83.5,37.84,72.27
1970,3.65,2.19,47.3,107.2,30.24,55.63
1686,3.83,2.84,36.2,97.0,32.16,62.61
767,3.71,4.83,26.6,63.3,41.84,84.69
229,3.74,4.24,24.4,40.9,48.04,94.62
650,3.83,2.81,28.1,58.3,44.04,85.21
1368,3.6,3.29,43.3,85.5,36.23,70.11
1395,4.01,3.74,40.0,86.2,35.34,70.57
210,3.42,1.48,45.0,34.2,48.17,92.73
1503,3.91,4.54,28.0,88.7,35.34,68.59
1456,4.05,0.61,41.0,91.8,35.73,66.89
635,3.42,2.63,27.6,59.3,44.03,85.99
1623,3.74,4.12,35.8,92.5,33.93,65.45
527,3.95,2.1,40.8,55.1,44.97,87.34
1775,3.29,4.17,21.1,102.8,31.39,64.34
141,3.56,4.65,46.5,30.7,49.0,95.31
669,3.55,1.45,30.5,59.5,43.25,84.73
1092,4.17,0.57,29.2,72.1,38.89,77.61
1369,4.09,3.02,28.9,84.3,36.29,72.26
71,3.79,2.61,42.8,37.2,48.93,97.23
374,3.87,1.21,32.5,46.7,45.56,92.89
260,4.01,1.73,21.4,36.3,47.63,95.73
1841,3.48,3.23,33.9,107.2,31.51,62.77
250,3.62,3.58,21.0,39.2,48.21,94.8
1413,3.56,4.28,25.1,83.0,36.1,72.54
178,4.1,0.86,24.0,38.3,48.3,94.65
1356,3.54,4.44,37.4,86.4,36.79,72.51
240,4.15,1.28,41.4,43.8,48.53,93.87
325,4.13,2.87,44.2,46.9,46.41,92.0
1783,3.7,4.99,36.3,105.2,32.76,62.64
1496,3.81,2.99,34.7,87.4,34.3,67.18
623,3.27,4.22,40.4,51.5,43.44,84.12
963,4.17,0.51,27.9,66.0,40.01,81.47
593,3.64,3.76,41.0,57.8,43.2,86.51
127,3.51,2.24,23.3,35.6,48.72,99.66
321,3.48,1.57,41.5,41.5,46.22,91.74
1031,3.5,0.82,21.2,71.3,40.05,78.66
788,3.92,2.89,26.5,60.5,41.85,85.7
160,3.34,0.59,24.2,40.3,49.19,98.28
898,3.81,3.31,33.3,69.1,41.37,81.71
1202,3.93,4.09,22.6,77.5,38.66,77.51
328,3.8,4.79,20.1,38.7,46.11,95.36
1280,3.22,1.27,22.9,84.5,36.98,76.48
178,3.71,1.12,32.6,35.4,47.38,95.65
974,3.22,1.93,38.6,70.7,41.04,77.86
764,3.33,3.02,45.7,57.9,42.05,81.22
1540,3.65,3.82,25.1,87.3,34.75,69.86
1369,3.49,2.22,32.7,82.4,36.76,71.8
18,3.29,1.19,30.1,28.4,50.66,98.32
86,3.41,1.9,33.8,31.3,49.98,95.19
1879,3.28,4.99,31.5,103.0,30.96,59.5
353,3.67,4.95,33.6,41.4,47.31,92.92
1357,3.33,0.67,25.8,87.1,37.15,70.76
298,3.8,1.78,30.0,43.7,47.3,91.92
468,3.62,1.37,22.4,46.6,44.95,90.62
213,3.97,1.68,48.1,34.4,47.26,91.54
1375,3.85,2.65,23.2,88.6,36.53,73.37
1621,3.29,2.13,31.8,95.3,34.12,68.03
1340,3.56,4.25,37.2,80.7,36.58,70.76
8,3.87,1.15,38.1,29.0,49.21,99.62
1161,3.65,1.89,48.1,76.0,38.28,72.36
1582,3.7,2.87,48.5,98.1,34.27,63.57
110,3.99,2.97,43.0,31.6,48.77,93.45
1775,3.2,1.99,31.2,105.3,31.31,65.17
591,3.55,0.84,37.2,56.1,43.73,84.66
1841,3.33,2.38,40.7,99.3,31.69,59.74
1742,3.6,0.54,29.9,97.3,32.5,65.3
503,4.07,4.3,36.0,50.0,44.95,88.95
784,3.45,2.76,35.6,58.8,43.14,84.46
1644,3.38,0.87,35.7,91.4,32.84,65.75
1846,3.39,4.38,32.3,100.6,31.61,63.84
859,4.0,2.53,34.0,64.8,42.33,83.33
1496,3.41,2.94,47.4,87.9,35.58,65.48
750,3.21,4.07,34.1,58.8,42.45,82.54
1417,3.54,2.99,49.7,84.2,36.47,66.79
16,4.03,2.58,42.2,27.2,50.38,98.98
1829,3.64,2.63,22.6,98.8,32.33,64.25
1640,3.88,3.52,45.7,97.5,34.37,65.33
1032,3.38,1.68,49.5,72.5,39.46,76.47
325,3.2,1.48,38.4,41.1,47.19,92.78
1346,4.09,0.8,33.5,82.2,35.72,71.42
654,3.85,4.87,40.7,54.1,43.89,83.47
1693,3.73,3.02,25.2,101.3,32.28,67.85
445,4.03,4.91,30.2,46.9,45.99,91.62
1013,4.12,3.81,24.1,74.7,40.15,81.16
789,3.81,4.2,21.3,61.7,41.26,85.64
85,3.94,3.97,27.9,36.9,49.67,95.89
1294,3.58,3.15,24.2,86.0,37.62,73.59
786,3.84,4.8,27.1,63.7,42.07,85.96
111,4.03,3.54,38.4,33.3,47.98,95.91
492,3.7,1.51,45.3,48.0,44.84,85.28
1762,3.64,4.08,41.9,96.7,32.47,62.43
377,3.65,1.44,24.3,44.0,45.45,93.99
1945,4.2,3.06,38.0,112.0,30.5,60.96
1891,3.88,2.61,40.1,103.2,30.47,59.61
245,3.52,3.26,35.9,39.5,48.21,95.21
1817,4.02,4.51,41.8,100.9,31.87,62.16
215,3.25,1.24,47.1,35.4,46.95,92.53
984,3.68,1.31,40.2,74.3,39.83,77.62
585,3.42,2.12,47.6,55.6,44.46,83.43
1741,4.09,3.78,30.3,100.1,33.37,65.11
590,3.29,1.57,27.9,51.6,43.73,88.77
1811,3.67,4.28,32.2,100.2,32.79,63.94
1962,4.06,1.67,43.1,108.5,30.3,59.29
1875,3.33,3.02,24.7,100.5,30.92,63.88
1422,3.59,2.29,34.8,82.4,35.03,70.95
430,3.54,0.62,31.5,48.1,45.34,91.74
1277,4.03,0.94,32.4,76.9,38.03,74.37
856,3.71,4.71,38.6,60.0,40.49,82.05
1149,3.41,2.17,40.2,75.3,39.47,73.01
364,4.2,4.07,20.1,45.7,45.97,92.89
932,3.94,1.76,47.9,69.0,40.73,79.01
1705,3.64,4.83,43.5,102.4,33.93,64.2
1849,3.95,4.78,38.8,106.2,31.75,59.12
417,4.0,2.38,34.9,44.0,45.11,89.22
772,4.19,1.34,21.4,60.1,42.3,85.72
931,3.91,1.38,49.0,62.6,40.29,78.95
1667,3.31,1.58,37.5,101.1,33.28,65.33
364,3.67,4.59,43.6,47.2,45.64,89.53
810,3.6,1.4,45.4,61.8,41.22,78.78
1388,3.27,3.83,20.3,88.2,37.03,72.17
1529,3.47,3.14,20.6,94.6,34.31,69.65
1670,3.29,4.97,26.3,97.8,32.69,66.18
1184,3.21,4.45,30.8,79.2,37.91,76.7
1513,3.51,3.25,37.3,85.5,33.95,68.0
960,3.31,3.67,37.7,65.4,40.15,80.39
1322,3.89,4.73,20.2,81.0,36.74,75.87
350,3.65,3.14,35.8,39.6,46.72,92.96
1358,4.1,3.61,34.6,81.5,36.04,72.96
320,3.63,2.06,25.3,46.6,46.35,91.82
1256,3.62,1.47,42.7,76.2,37.62,71.37
1595,3.7,1.51,24.7,96.0,34.65,66.55
1461,3.69,2.18,47.5,92.6,36.23,69.29
681,3.24,4.85,28.0,58.4,43.34,85.29
286,3.54,1.29,30.3,43.5,47.32,93.1
254,3.5,1.44,47.7,39.9,48.08,92.62
1042,3.54,3.34,39.4,68.4,39.21,76.04
232,3.24,2.25,42.7,35.1,47.13,94.27
1153,3.98,3.27,33.7,74.0,39.28,74.19
98,3.88,0.82,43.6,34.6,48.02,96.5
602,4.13,2.7,22.7,51.9,44.27,87.07
1997,4.0,0.76,21.4,108.7,29.57,61.95
1877,3.73,2.34,43.0,101.0,31.95,59.86
1692,3.31,0.52,36.0,100.2,32.31,62.72
1783,3.35,3.5,20.5,100.6,32.26,63.13
140,4.13,2.44,28.5,30.9,48.24,94.71
179,3.55,3.48,39.0,38.0,48.18,93.86
1276,3.63,3.71,32.6,78.9,36.61,73.69
164,3.68,0.9,47.0,39.9,49.03,93.32
1219,4.15,2.16,21.5,76.0,38.06,74.25
1130,3.8,2.88,45.4,70.3,39.39,72.65
879,3.64,3.63,34.8,64.3,41.62,81.9
454,3.99,4.56,31.6,45.2,46.05,89.09
1531,4.14,1.57,43.0,87.1,33.95,66.14
1232,3.55,3.82,27.6,79.5,37.8,74.53
804,3.22,1.36,20.3,66.4,41.19,84.68
1030,3.8,3.38,33.8,72.3,38.95,78.87
330,3.89,1.94,33.9,42.1,46.98,92.01
1971,3.74,3.49,41.6,112.3,30.65,56.12
234,4.18,2.2,32.7,43.2,47.21,94.15
1355,3.86,4.91,32.0,86.6,37.34,70.4
527,3.44,1.38,49.4,48.9,44.73,87.13
103,3.41,0.83,48.9,34.4,49.28,95.77
81,3.89,1.85,40.6,29.9,48.74,96.6
272,3.26,2.89,41.5,41.8,46.93,90.99
12,3.5,2.47,49.9,30.4,50.67,97.3
746,3.4,2.45,46.6,56.4,42.21,79.91
575,4.04,1.09,30.8,49.2,44.24,88.82
623,3.74,4.13,38.7,56.9,43.84,87.31
1775,3.69,1.44,47.1,98.1,31.82,59.65
700,4.03,4.33,42.2,59.0,42.95,81.77
1688,3.32,1.01,44.1,99.6,32.97,61.66
348,3.66,1.32,37.6,41.7,46.75,93.09
1683,3.39,4.13,32.5,93.9,33.27,63.67
1562,3.49,2.23,25.7,87.9,34.79,66.97
1328,3.34,2.41,30.3,86.1,36.08,74.41
1652,3.36,4.2,32.9,99.2,32.67,67.39
927,3.3,1.13,37.0,63.1,41.65,80.96
1556,4.12,3.51,23.6,95.5,34.1,70.56
78,3.61,1.34,27.7,35.7,49.2,98.15
1760,3.27,3.86,39.4,103.7,31.91,62.74
1737,3.89,4.66,22.1,94.8,32.6,65.23
594,3.4,3.64,27.7,53.9,44.66,85.94
1449,3.65,2.99,20.9,92.4,35.73,73.18
423,3.55,4.33,31.8,43.0,45.17,90.71
1216,3.98,1.37,27.0,80.1,38.53,74.15
1639,3.93,3.2,28.4,97.1,32.91,68.24
1861,4.09,2.11,27.4,100.8,31.59,61.81
1951,3.48,4.63,36.0,103.1,29.91,58.56
0,4.05,0.91,37.4,30.1,50.94,98.4
1764,3.81,2.81,48.4,102.1,31.59,61.13
849,3.83,0.74,25.1,67.0,40.61,82.21
16,4.03,0.88,25.3,26.8,49.24,97.86
385,3.96,2.54,35.2,47.3,45.71,90.51
944,3.7,3.06,49.4,67.6,41.13,76.92
350,3.34,2.13,47.4,43.8,45.88,88.04
1413,3.87,4.86,43.9,88.8,36.09,69.67
48,3.74,2.92,39.7,31.5,48.97,96.16
768,3.25,3.33,33.5,58.0,41.4,84.42
1836,3.23,1.4,30.3,99.7,31.09,63.1
924,4.03,3.53,37.5,69.9,41.08,79.9
1287,3.41,4.8,48.2,76.6,37.4,72.41
451,3.75,2.46,46.3,43.4,46.38,88.5
1604,3.89,2.19,25.9,91.2,33.58,69.26
323,4.06,3.59,47.4,39.5,46.24,91.8
132,3.65,3.61,27.0,35.6,48.01,95.56
1788,3.6,1.39,40.1,97.0,32.12,63.73
34,3.43,2.41,35.6,34.4,49.67,95.79
815,4.05,1.8,24.8,61.3,41.05,84.83
916,4.08,3.84,48.3,62.3,41.81,77.87
1290,3.55,3.26,33.3,86.0,36.21,73.22
1472,3.24,4.01,47.6,93.6,35.88,66.56
1393,3.25,2.76,35.8,85.4,36.88,70.18
1635,3.73,1.76,45.5,93.3,34.58,66.0
588,3.64,2.64,33.3,53.9,44.88,86.14
1592,4.16,1.52,47.2,95.2,33.11,64.38
919,4.02,4.62,46.4,71.8,41.23,80.41
3,4.16,2.09,30.7,26.8,50.08,100.0
167,3.94,1.75,32.4,35.5,49.17,96.35
860,3.53,4.25,25.7,65.7,41.83,83.14
792,3.21,3.88,38.3,62.7,41.2,81.86
751,3.22,4.23,26.5,59.5,41.56,83.04
595,3.75,4.62,34.1,54.4,44.51,87.97
5,3.36,3.84,43.2,29.6,50.57,96.97
934,3.78,3.98,46.9,67.6,40.3,78.92
1470,4.12,2.04,48.9,90.8,35.69,66.23
613,3.77,3.35,26.5,50.9,43.02,88.58
873,4.17,2.84,47.0,65.7,41.63,80.17
15,3.68,2.87,43.7,32.0,50.03,95.8
1732,3.31,2.41,46.3,99.0,33.04,60.29
1373,4.07,3.96,31.4,80.9,36.22,72.54
395,3.22,4.34,23.1,42.4,46.4,91.81
1776,3.28,1.98,38.9,100.7,32.74,61.85
1423,3.6,4.83,26.7,83.3,35.63,71.27
487,4.14,4.38,22.9,53.3,45.42,91.02
257,3.43,1.07,36.3,36.3,47.28,95.06
322,3.53,2.13,28.3,38.2,46.86,94.4
141,3.4,3.61,28.2,37.1,48.5,95.37
699,4.15,3.33,33.2,58.7,43.91,84.48
1247,3.6,1.9,47.3,79.2,36.59,71.85
1682,4.03,4.92,36.2,99.6,33.76,64.44
1788,3.65,0.65,40.4,98.1,32.23,60.85
1513,3.71,2.75,21.2,86.8,35.19,69.72
761,4.07,2.64,48.6,61.2,42.75,79.61
542,3.26,1.85,41.9,51.6,44.28,85.73
534,3.36,1.15,42.0,46.6,45.65,87.08
640,3.55,0.97,41.8,52.5,43.87,83.84
72,3.75,3.1,20.9,29.3,50.06,98.69
737,3.99,1.42,25.0,64.4,41.99,85.36
879,3.54,1.73,24.1,60.2,41.22,84.35
1745,4.09,1.06,34.1,96.3,33.48,61.97
1722,3.3,4.5,43.4,96.2,32.54,63.16
721,3.3,4.25,34.7,54.6,42.68,84.61
1883,3.94,2.28,44.0,105.1,30.41,60.72
566,3.99,2.76,20.3,55.5,44.22,88.66
1509,3.97,4.43,27.4,90.0,35.87,71.44
352,3.38,2.68,32.2,40.7,46.31,93.66
1019,3.85,1.03,31.0,68.3,38.86,77.51
892,3.88,4.13,35.0,65.9,41.12,82.09
1305,4.18,4.29,30.8,83.6,37.15,71.84
1445,3.46,1.97,44.2,85.4,34.96,68.71
679,3.71,1.99,48.5,57.3,43.79,84.16
1824,3.53,2.29,21.3,101.3,31.81,63.54
1091,3.33,2.32,38.6,78.2,38.9,74.84
1883,3.65,4.87,48.2,101.5,30.97,58.15
663,3.71,3.04,24.8,53.3,44.14,88.39
362,3.97,1.45,41.1,42.0,45.81,89.29
797,3.66,4.89,43.2,60.2,41.54,79.99
310,3.83,4.88,36.2,41.7,47.58,92.84
94,4.14,2.09,47.1,30.4,49.11,95.48
1603,3.25,1.59,41.4,96.2,34.28,64.06
268,3.67,2.65,28.5,42.2,47.9,92.79
1330,3.57,3.73,31.3,88.0,37.56,73.42
102,3.39,4.7,33.5,37.9,49.88,95.84
363,3.37,2.16,45.3,44.1,45.87,91.64
231,3.83,3.2,23.2,36.6,48.26,96.06
127,3.61,2.58,21.7,32.3,48.22,97.15
1853,4.07,1.92,47.6,108.8,32.04,59.17
35,4.18,1.88,22.7,32.0,49.68,98.48
1035,3.82,1.12,44.5,70.7,40.22,75.42
1883,3.24,1.12,49.9,107.3,30.17,60.49
1183,3.64,0.59,26.7,76.6,38.11,77.48
315,3.23,0.59,47.6,46.1,47.67,90.47
570,3.46,4.87,34.5,49.8,44.89,89.0
884,3.36,4.45,21.1,61.2,40.8,84.9
1692,4.14,3.7,27.5,101.3,33.39,66.98
1649,3.55,1.35,21.0,100.8,33.43,65.76
1949,3.4,3.69,43.0,106.3,30.68,58.95
1286,3.68,2.91,27.4,80.4,36.83,73.95
863,3.36,1.23,36.0,67.4,41.6,79.69
474,3.21,3.0,25.4,48.2,45.93,88.87
266,3.98,4.66,40.1,44.5,47.54,92.61
412,3.44,3.44,25.1,47.5,45.02,93.43
418,4.0,3.83,26.5,49.1,45.71,90.06
89,3.98,4.92,22.8,37.3,49.08,96.65
961,3.37,2.32,29.1,72.4,40.56,78.85
1745,4.09,2.67,45.4,96.9,32.36,62.39
499,3.51,0.59,29.9,47.3,45.79,88.95
1998,3.83,1.55,32.0,112.5,30.23,58.23
726,3.65,3.49,28.7,63.9,42.4,84.23
795,3.32,0.76,28.4,64.7,41.5,82.28
355,3.92,1.5,31.1,41.8,47.33,92.56
1390,3.42,2.44,47.2,81.9,35.26,68.1
618,4.17,0.92,41.3,58.7,43.72,85.03
1731,4.02,2.54,35.2,102.1,33.25,63.49
993,3.58,1.87,29.2,72.2,39.14,77.58
780,3.85,1.03,36.2,58.8,42.88,81.47
438,3.47,1.22,33.9,50.5,44.98,90.47
1616,3.32,4.67,30.0,91.3,33.99,65.77
1321,4.12,4.95,26.0,78.1,37.64,71.76
691,4.03,4.54,39.3,62.3,43.41,85.47
1157,3.47,0.61,47.9,74.3,37.64,74.0
1284,3.23,4.67,47.4,78.4,37.7,72.37
1360,3.42,2.75,31.3,81.1,36.03,72.44
1400,3.81,2.99,41.2,88.0,35.95,69.85
1782,3.66,2.19,24.6,100.6,32.4,66.39
1676,3.6,2.4,39.1,97.8,33.36,63.32
1948,3.43,0.69,32.6,108.7,31.0,59.01
1954,3.4,4.89,43.9,113.1,30.25,56.34
1138,4.06,1.75,40.2,79.4,38.1,75.84
598,3.65,3.92,33.9,56.7,44.61,87.17
1590,3.79,3.13,28.8,90.8,33.99,66.37
269,3.31,0.88,35.2,36.2,46.92,94.69
699,3.29,3.54,29.4,53.1,42.38,84.25
1092,3.86,3.14,30.2,71.5,38.49,78.47
1401,3.85,1.8,33.4,81.8,36.55,69.35
861,3.6,1.26,30.6,64.6,41.44,82.5
1993,3.71,1.93,39.0,108.3,30.97,56.34
1271,4.04,4.61,29.2,85.5,37.86,75.47
148,3.77,0.75,48.5,40.5,49.21,94.83
1035,4.07,4.87,37.5,73.3,40.41,75.67
457,3.62,1.78,24.8,47.4,44.84,92.16
1767,4.19,1.14,29.3,97.0,33.03,62.46
595,3.85,1.82,45.1,57.0,44.68,86.17
1596,4.07,2.94,46.9,94.1,33.69,66.25
405,4.16,4.43,22.0,44.9,45.09,94.26
530,4.12,4.6,23.7,52.5,44.91,87.9
858,3.49,4.46,27.3,69.1,40.78,82.59
188,3.23,3.54,33.1,39.9,48.42,94.04
1941,3.5,2.55,20.3,107.3,30.63,60.12
214,3.3,2.61,39.5,42.6,48.86,92.45
1950,3.58,1.6,31.8,110.6,31.46,61.7
1629,4.05,3.69,49.6,100.0,34.51,62.54
919,3.99,4.72,40.6,62.3,40.66,81.27
123,3.83,1.3,48.6,36.5,48.67,94.38
537,3.87,2.95,20.2,55.5,44.44,89.71
1240,3.34,4.15,45.9,79.5,38.44,70.7
631,4.13,2.65,39.0,59.3,43.09,84.18
6,3.36,4.24,33.4,30.6,50.13,99.58
227,3.91,2.95,33.5,44.0,47.22,92.84
650,4.17,1.39,49.4,59.0,42.64,82.26
1143,3.43,3.38,20.4,77.4,38.32,79.16
1287,3.78,2.84,41.0,76.5,38.13,71.16
1296,4.19,0.56,38.2,84.7,36.09,73.43
1641,3.46,1.93,45.7,95.2,33.9,64.05
1872,3.22,2.03,25.6,108.5,30.99,64.34
1827,3.26,2.81,30.3,106.3,31.68,63.89
1443,3.79,1.47,22.5,89.8,35.25,72.75
186,3.54,0.74,33.2,32.7,48.72,95.78
1821,3.26,0.97,27.2,98.9,32.01,62.05
1349,3.23,2.68,47.0,85.4,36.1,71.09
1455,3.58,4.43,27.2,90.4,35.78,72.08
1580,3.43,4.6,38.4,95.0,34.17,66.62
1124,3.34,4.94,28.1,78.5,38.57,76.74
1693,3.44,2.17,32.7,96.3,32.16,64.22
131,3.32,4.67,45.1,36.6,47.98,93.93
345,3.29,3.29,25.8,40.2,46.08,92.86
559,3.49,0.76,23.5,51.6,44.61,88.43
414,3.88,3.5,46.6,44.1,45.1,86.65
357,4.02,4.68,25.4,41.7,47.4,92.27
353,3.63,3.34,41.4,41.2,46.82,88.87
1023,3.31,3.77,44.3,73.7,39.53,77.22
1264,3.41,4.11,33.9,85.4,37.37,75.16
1341,3.9,2.94,40.3,83.3,36.57,70.8
156,3.39,4.24,49.3,35.6,47.56,93.34
497,4.0,1.05,35.6,52.4,45.16,90.02
1788,3.96,3.9,45.4,101.3,32.38,61.99
1550,3.72,2.84,35.8,90.8,34.45,66.24
79,3.77,0.9,37.5,30.0,49.8,96.97
234,3.95,4.37,39.7,37.2,48.15,94.3
1164,3.49,4.59,48.8,78.0,39.28,73.47
917,4.14,1.05,23.5,65.3,39.99,80.12
1999,4.2,1.85,47.5,112.9,29.41,58.07
1005,4.0,1.44,20.8,72.4,39.68,80.0
511,3.4,2.82,38.8,53.3,44.97,86.96
1580,3.78,1.19,49.9,93.1,33.84,64.05
130,3.66,0.67,24.4,37.7,47.77,98.06
1910,4.19,4.58,24.7,110.6,30.89,62.49
708,3.89,1.46,35.4,55.5,41.93,82.81
1016,3.27,3.61,40.8,73.4,40.5,78.02
1989,3.69,4.67,48.6,106.4,30.79,58.57
800,3.38,0.77,32.1,61.5,42.43,84.35
474,3.34,2.19,36.2,50.8,45.55,87.65
967,3.3,3.74,26.5,63.9,40.28,80.83
1240,3.49,1.0,35.2,82.9,37.84,72.0
405,4.13,3.9,41.7,49.0,45.12,88.14
32,3.79,3.38,41.9,28.2,50.37,96.66
198,4.01,1.74,44.9,42.0,48.55,92.53
1367,4.02,4.3,20.8,89.0,36.83,75.09
1005,3.3,4.74,44.3,65.6,40.11,77.81
697,4.08,4.95,24.5,62.2,43.89,85.32
822,3.58,2.26,41.5,60.0,42.13,83.03
1017,4.13,2.01,39.1,73.5,39.17,76.13
967,3.56,2.27,45.2,65.5,41.13,79.06
199,3.67,2.08,25.8,40.6,47.4,94.99
1228,3.8,2.76,45.2,83.7,38.49,72.04
362,3.23,1.44,37.1,46.0,46.12,89.75
558,4.13,2.65,30.7,51.9,44.71,87.36
1900,3.78,2.68,41.4,108.1,31.2,58.42
1249,4.05,4.31,35.9,81.7,38.22,72.32
1319,3.47,2.94,43.5,77.8,36.08,72.83
1029,3.56,4.71,33.1,74.9,39.44,76.62
78,3.45,0.89,26.1,29.1,49.04,99.66
1952,3.69,2.32,28.4,107.9,29.57,62.27
537,3.8,1.41,22.7,47.4,43.93,89.86
598,3.5,4.7,30.8,55.2,43.41,85.95
1163,3.94,4.25,46.5,73.8,38.97,75.39
1102,4.17,2.9,29.9,71.4,39.27,79.14
862,3.37,4.37,29.1,66.7,40.49,84.02
998,3.87,2.68,44.2,67.0,39.33,75.79
1151,3.64,3.09,44.0,71.3,39.38,73.84
1256,3.87,1.13,21.7,76.7,36.49,76.75
1732,3.77,3.71,38.1,96.8,31.99,64.35
1207,3.24,1.96,35.5,76.0,38.63,75.83
1696,3.36,1.76,25.2,98.0,33.51,64.61
1558,3.23,2.79,48.0,94.7,34.13,64.86
1353,3.39,3.03,29.7,80.4,36.46,72.22
1788,3.28,0.9,25.0,98.0,32.97,64.69
665,3.49,0.87,21.6,51.6,43.82,87.78
642,3.96,1.94,35.4,59.4,43.92,85.13
1615,3.55,4.32,45.7,92.1,34.36,63.93
1084,3.47,1.12,45.4,74.6,38.69,74.42
504,4.2,4.67,28.1,47.2,44.84,90.26
352,3.21,3.13,46.0,43.5,46.1,89.38
275,3.32,4.42,25.0,39.8,47.83,93.07
466,3.24,2.21,48.0,48.0,45.71,86.3
423,3.94,3.19,29.6,46.4,45.82,92.14
167,3.69,2.42,37.3,37.6,48.85,94.72
335,4.08,1.88,44.5,44.3,46.34,90.87
1882,3.25,3.61,26.6,106.8,31.94,63.95
167,3.55,3.92,26.9,37.4,47.96,94.72
234,4.16,4.84,46.8,35.4,47.76,90.64
56,3.79,2.85,44.5,34.4,48.88,95.85
638,4.08,2.02,22.0,51.0,43.11,88.25
4,3.46,4.56,26.1,26.2,50.35,97.88
837,3.83,2.98,43.3,61.1,42.42,79.47
1646,3.76,4.47,24.9,93.6,33.42,67.04
1277,3.78,1.14,20.0,83.0,38.08,74.94
1960,3.6,2.24,31.0,106.5,30.06,61.05
264,3.21,3.39,24.3,37.7,47.88,94.46
1150,3.56,3.85,27.9,76.6,38.65,74.77
1478,3.31,2.89,45.0,92.1,35.31,67.46
1287,4.16,4.91,23.9,79.4,38.13,74.81
1586,3.67,3.55,32.9,96.3,33.28,66.91
23,4.1,3.15,47.6,27.8,50.18,97.42
1214,3.85,3.86,25.9,78.1,37.85,73.69
511,3.9,3.37,41.5,51.4,43.91,86.32
839,3.33,2.43,37.6,63.3,41.63,83.27
1828,3.3,1.59,35.5,101.4,31.03,60.01
1626,3.65,0.53,31.4,99.6,33.55,65.47
428,3.76,1.4,25.6,44.1,46.63,92.46
154,3.61,3.14,29.0,34.8,48.07,95.36
1064,3.48,2.63,38.8,73.8,40.32,78.06
1935,3.33,0.83,32.4,107.5,30.1,60.5
457,3.67,3.83,39.3,52.7,46.14,88.62
1570,3.92,4.02,43.6,92.3,33.49,64.87
1690,4.05,3.32,23.6,94.9,33.31,66.8
1234,3.71,3.81,23.5,80.3,38.49,73.97
202,4.04,4.14,37.7,41.0,47.0,94.34
1682,3.64,1.44,43.6,96.1,32.26,65.37
1528,3.22,1.48,48.4,87.2,34.22,66.5
1677,4.01,3.61,21.3,98.3,32.49,67.87
879,3.7,4.56,41.0,62.5,40.78,80.57
1572,3.2,2.9,43.8,97.8,33.72,64.57
1490,4.04,4.87,28.5,86.0,35.54,69.32
540,3.78,3.36,35.8,54.8,44.26,86.3
164,4.04,3.1,25.4,38.5,49.31,96.15
1884,3.61,3.69,47.4,101.2,31.2,59.58
1941,3.9,4.88,27.5,102.9,30.24,61.06
1004,4.09,4.1,34.3,69.0,40.2,79.52
94,3.6,3.16,48.6,31.4,49.3,93.41
1,4.05,1.86,25.8,34.8,50.09,98.0
555,4.05,4.25,48.6,50.7,44.52,84.43
1332,3.48,1.37,35.5,83.4,36.82,69.88
606,3.34,2.62,28.1,51.9,43.14,86.16
1372,4.18,2.12,39.3,89.4,36.56,71.19
328,3.55,1.51,29.2,46.6,46.58,93.61
1182,3.42,2.31,49.0,72.5,38.12,72.13
1832,3.63,1.06,41.5,105.7,31.52,61.0
936,3.54,4.57,22.7,69.3,41.36,82.1
929,3.53,3.68,34.1,68.9,41.02,78.15
304,3.71,2.14,32.2,39.0,46.43,91.99
1790,3.99,2.5,29.3,100.5,32.52,63.11
1561,3.86,3.94,24.8,92.2,33.76,68.85
1093,3.92,2.16,26.0,78.1,38.52,78.09
1631,3.29,0.54,47.5,100.0,33.06,65.91
274,3.55,2.5,45.4,43.6,46.3,90.09
926,3.97,0.67,28.5,66.1,41.21,82.52
637,3.57,3.2,40.7,59.6,43.9,83.05
1048,3.62,4.26,46.3,75.1,39.88,75.43
1104,4.11,1.18,27.4,70.1,38.42,75.77
1291,3.77,3.56,44.1,84.2,36.41,69.64
1056,3.23,2.72,42.6,71.3,39.39,77.78
278,3.88,4.95,33.9,37.5,47.05,94.48
1953,3.43,0.53,40.2,109.8,30.56,57.72
1914,4.11,3.85,27.8,111.5,30.68,60.56
466,3.47,2.66,31.2,46.4,45.59,89.67
44,3.74,2.41,42.6,30.6,49.56,96.65
634,3.76,1.06,20.3,53.2,43.3,87.89
1834,3.84,4.9,32.2,102.2,31.27,60.74
1679,3.31,3.5,21.1,97.3,34.11,65.05
1557,3.7,2.89,28.6,88.7,35.37,69.18
304,3.48,2.95,40.6,40.6,47.13,92.72
712,4.17,0.71,29.7,61.3,43.78,84.41
1822,4.15,4.4,41.1,107.0,32.68,60.72
1216,3.4,4.78,49.7,74.2,37.49,71.05
